expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER04128,2004,1,2,N Col-N Face,,"BC(17/04,5200m),ABC(21/04,6500m),C1(22/04,7050m),C2(23/04,7900m),C3(16/05,8300m),Smt(22,24-25/05)",Italy,Soro Dorotei,TRUE,FALSE,FALSE,FALSE,China,2004/4/17,2004/5/22,945,9,45,35,40,2004/5/27,1,8850,FALSE,FALSE,FALSE,3,0,28,10,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459247
EVER04129,2004,1,2,N Col-NE Ridge,,"BC(21/03),ABC(15/04,6450m),C1(23/04,7050m),C2(15/05,7900m),C3(17/05,8300m),Smt(18-19/05)",India,Satyabrata Dam,TRUE,FALSE,FALSE,FALSE,,2004/3/21,2004/5/18,820,8,20,58,63,2004/5/23,1,8850,FALSE,FALSE,FALSE,3,600,14,5,0,7,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459243
EVER04131,2004,1,2,N Col-NE Ridge,,"BC(25/04,5200m),ABC(03/05,6400m),C1(17/05,7000m),C2(18/05,7800m),C3(19/05,8200m),Smt(20/05)",Japan,Kenji Kondo,TRUE,FALSE,FALSE,FALSE,,2004/4/25,2004/5/20,1047,10,47,25,31,2004/5/26,1,8850,FALSE,FALSE,FALSE,3,600,8,3,1,8,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Ota fatal fall at Second Step,Oldest woman on top Everest,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2459245
EVER04132,2004,1,2,N Col-NE Ridge,,"BC(19/04),ABC(25/04,6300m),C1(07/05,7000m),C2(18/05,7750m),C3(19/05,8300m),Smt(20/05)",Japan,Chizuko Kono,TRUE,FALSE,FALSE,FALSE,,2004/4/19,2004/5/20,1140,11,40,31,37,2004/5/26,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Sherpa Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459245
EVER04133,2004,1,2,N Col-NE Ridge,,"BC(05/04),ABC(10/04,6400m),C1(22/04,7000m),C2(17/05,7800m),C3(18/05,8300m),Smt(20/05)",S Korea,Oh Eun-Sun,TRUE,FALSE,FALSE,FALSE,,2004/4/5,2004/5/20,1100,11,0,45,48,2004/5/23,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459245
EVER04134,2004,1,2,N Col-NE Ridge,,"BC(14/04),ABC(20/04,6100m),C1(29/04,7000m),C2(05/05,7900m),C3(18/05,8200m),Smt(20/05)",USA,David Hahn,TRUE,FALSE,FALSE,FALSE,,2004/4/14,2004/5/20,730,7,30,36,40,2004/5/24,1,8850,FALSE,FALSE,FALSE,3,100,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459245
EVER04140,2004,1,2,N Col-NE Ridge,,"BC(11/04,5182m),ABC(18/04,6492m),C1(06/05,7010m),C2(17/05,7803m),C3(18/05,8291m),Smt(19/05)",USA,Daniel Lochner,TRUE,FALSE,FALSE,FALSE,,2004/4/11,2004/5/19,1045,10,45,38,44,2004/5/25,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Probably youngest summited,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459244
EVER04141,2004,1,2,N Col-NE Ridge,,"BC(11/04),ABC(16/04,7000m),C1(29/04,7000m),C2(18/05,7900m),C3(19/05,8300m),Smt(20/05)",USA,"Gheorghe Dijmarescu, Lakpa Sherpa",TRUE,FALSE,FALSE,FALSE,Nepal,2004/4/11,2004/5/20,700,7,0,39,44,2004/5/25,1,8850,FALSE,FALSE,FALSE,3,0,8,4,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459245
EVER04142,2004,1,2,N Col-NE Ridge,,"BC(05/04),ABC(10/04,6400m),C1(21/04,7000m),C2(16/05,7900m),C3(17/05,8200m),Smt(18/05)",S Korea,Baek Joon-Ho,TRUE,FALSE,FALSE,FALSE,,2004/4/5,2004/5/18,1000,10,0,43,46,2004/5/21,1,8850,FALSE,FALSE,FALSE,3,0,6,2,3,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Fatalities; Lhakpa Gelu frostbite; 2 members snowblind,,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459243
EVER04143,2004,1,2,N Col-NE Ridge,,"BC(07/04,5200m),ABC(11/04,6400m),C1(15/04,7000m),C2(20/05,7500m),C3(21/05,7900m),C4(22/05,6300m),Smt(23-24/05)",New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,"Australia, Austria, Germany, Japan, Netherlands, Norway, S Africa, UK, USA",2004/4/7,2004/5/23,845,8,45,46,51,2004/5/28,1,8850,FALSE,FALSE,FALSE,4,0,26,17,0,24,16,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st Norwegian woman summiter,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2459248
EVER04144,2004,1,2,N Col-NE Ridge,,"BC(13-Sherpas,14/04,5400m),ABC(18/04,6400m),C1(20-Sherpas,20/04,7050m),C1(22-members,22/04,7050m),C2(01/05,7600m),C3(17/05,8300m),Smt(18,20,27,29/05)",USA,Dan Mazur,TRUE,FALSE,FALSE,FALSE,"Australia, Canada, France, Germany, Ireland, Netherlands, New Zealand, S Africa, UK",2004/4/14,2004/5/18,1200,12,0,34,48,2004/6/1,1,8850,FALSE,FALSE,FALSE,3,1800,28,9,0,17,17,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2459243
EVER04163,2004,1,2,N Col-NE Ridge,,"BC(25/04,5050m),IC(5700m),ABC(28/04,6400m),C1(05/05,7000m),C2(15/05,7700m),C3(18/05,8300m),Smt(19/05)",Spain,Nuria Balague,TRUE,FALSE,FALSE,FALSE,,2004/4/25,2004/5/19,740,7,40,24,30,2004/5/25,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459289
EVER05103,2005,1,2,N Col-NE Ridge,,"BC(09/05),C1(13/05,6400m),C1(24/05,7050m),C2(25/05,7800m),C3(26/05,8300m),Smt(27/05)",Japan,Masakazu Okuda,TRUE,FALSE,FALSE,FALSE,,2005/5/9,2005/5/27,710,7,10,18,22,2005/5/31,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,1,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Kato frostbitten nose and temporary blindness,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459663
EVER05104,2005,1,2,N Col-NE Ridge,,"BC(08/04,5170m),ABC(17/04,6400m),C1(21/04,7042m),C2(25/04,7800m),C3(01/05,8300m),Smt(29/05)",Serbia,Miodrag Jovovic,TRUE,FALSE,FALSE,FALSE,,2005/4/8,2005/5/29,555,5,55,51,54,2005/6/1,1,8850,FALSE,FALSE,FALSE,3,0,7,1,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Ferlan suffered from left leg (calf) split (cramped on May 29 at 8400m); frostbite Kami's fingers,1st ascent by Serbian expedition,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05106,2005,1,2,N Col-NE Ridge,,"BC(10/04),ABC(14/04,6400m),C2(7500m),C3(30/05,8300m),Smt(02/06)",USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,Nepal,2005/4/10,2005/6/2,630,6,30,53,56,2005/6/5,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459669
EVER05109,2005,1,2,N Col-NE Ridge,,"BC(23/04,5200m),ABC(28/04,6450m),C1(01/05,7000m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",Japan,Keiichi Takeuchi,TRUE,FALSE,FALSE,FALSE,,2005/4/23,2005/5/21,1200,12,0,28,32,2005/5/25,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05110,2005,1,2,N Col-NE Ridge,,"BC(27/04),ABC(02/05,6400m),C1(04/05,7066m),C2(05/05,7700m),C3(28/05,8300m),xxx(29/05)",Ukraine,Josef Kubicek,TRUE,FALSE,FALSE,FALSE,Czech Republic,2005/4/27,2005/5/29,925,9,25,32,35,2005/6/1,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Nepal Trans Himalayan Explorer,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05111,2005,1,2,N Col-NE Ridge,,"BC(03/04,5200m),ABC(10/04,6450m),C1(29/04,7000m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",Bhutan,Karma Gyeltshen,TRUE,FALSE,FALSE,TRUE,,2005/4/3,2005/5/21,,,,48,52,2005/5/25,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Retinal hemorrhage climbing up from C3 on left eye due to altitude,1st Bhutanese to climb Everest,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05112,2005,1,2,N Col-NE Ridge,,"BC(07/04),ABC(14/04,6300m),C1(17/04,7100m),C2(27/05,7900m),C3(28/05,8300m),Smt(29/05)",S Korea,Um Hong-Gil,TRUE,FALSE,FALSE,FALSE,,2005/4/7,2005/5/29,,,,52,59,2005/6/5,1,8850,FALSE,FALSE,FALSE,3,0,12,0,0,18,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Mingma Tamang frostbitten fingers (not serious),,Windhorse Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05113,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(10/04,6400m),C1(15/04,7050m),C2(27/04,7700m),C3(01/06,8300m),Smt(02/06)",India,Major S. S. Shekhawat,TRUE,FALSE,FALSE,FALSE,Nepal,2005/4/4,2005/6/2,615,6,15,59,61,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,2000,21,9,0,10,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Only Majumdar's acute exhaustion,,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2459669
EVER05114,2005,1,2,N Col-NE Ridge,,"BC(27/04,6400m),ABC(01/05,7000m),C1(06/05,7000m),C2(28/05,7700m),C3(29/05,8300m),Smt(30/05)",Czech Republic,Pavel Trcala,TRUE,FALSE,FALSE,FALSE,,2005/4/27,2005/5/30,,,,33,35,2005/6/1,1,8850,FALSE,FALSE,FALSE,2,0,1,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Snowblindness,,Nepal Trans Himalayan Explorer,TRUE,TRUE,FALSE,FALSE,FALSE,2459666
EVER05115,2005,1,2,N Col-NE Ridge,,"BC(14/04,5100m),ABC(18/04,6300m),C1(22/04,7050m),C2(02/05,7700m),C3(03/05,8300m),Smt(21,30/05,02/06)",Russia,Alexander Abramov,TRUE,FALSE,FALSE,FALSE,"Netherlands, Slovenia, UK, Ukraine, USA",2005/4/14,2005/5/21,745,7,45,37,53,2005/6/6,1,8850,FALSE,FALSE,FALSE,3,0,22,12,1,9,9,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Pokhvalin frostbitten left foot; Kikstra eye hemorrhage; Gariano temporary lost of eyesight at 8600m; Lihteneker death,Oldest Russian climber of Everest (Cherny),Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05121,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(09/04,6350m),C1(17/04,7000m),C2(19/04,7800m),C3(28/04,8300m),Smt(29/05)",Denmark,Nick Nielsen,TRUE,FALSE,FALSE,TRUE,,2005/4/4,2005/5/29,815,8,15,55,59,2005/6/2,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05122,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(09/04,6350m),C1(24/04,7000m),C2(30/04,7700m),C3(29/05,8300m),Smt(30/05)",Ireland,Humphrey Murphy,TRUE,FALSE,FALSE,FALSE,,2005/4/4,2005/5/30,710,7,10,56,59,2005/6/2,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459666
EVER05123,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(09/04,6350m),C1(17/04,7000m),C2(19/04,7800m),C3(28/05,8300m),Smt(29/05)",S Africa,Richmond MacIntyre,TRUE,FALSE,FALSE,FALSE,,2005/4/4,2005/5/29,750,7,50,55,59,2005/6/2,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05124,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(09/04,6350m),C1(17/04,7000m),C2(21/04,7500m),C3(20/05,7900m),C4(8300m),Smt(21/05)",Canada,Jocelyn Dufour,TRUE,FALSE,FALSE,FALSE,,2005/4/4,2005/5/21,1015,10,15,47,53,2005/5/27,1,8850,FALSE,FALSE,FALSE,4,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Frostbite: thumb and middle finger of right hand, both feet (doctor said it is not very bad - likely to be Ok)",,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05125,2005,1,2,N Col-NE Ridge,,"BC(03/04,5200m),ABC(10/04,6450m,C1(24/04,7000m),C3(19/05,7900m),C4(20/05,8210m),Smt(21/05)",USA,Brook Alongi,TRUE,FALSE,FALSE,FALSE,,2005/4/3,2005/5/21,1040,10,40,48,53,2005/5/26,1,8850,FALSE,FALSE,FALSE,4,0,6,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05126,2005,1,2,N Col-NE Ridge,,"BC(10/04,5200m),ABC(15/04,6450m),C1(22/04,7100m),C2(02/05,7700m),C3(01/06,8300m),Smt(02/06)",USA,Gregory Vadasdi,TRUE,FALSE,FALSE,FALSE,,2005/4/10,2005/6/2,927,9,27,53,55,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Vadasdi has frostnip on both feet (big toes),,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459669
EVER05127,2005,1,2,N Col-NE Ridge,,"BC(06/04,5200m),ABC(13/04,6450m),C1(17/04,7100m),C2(23/04,7700m),C3(29/05,8300m),Smt(30/05)",UK,Thomas Richardson,TRUE,FALSE,FALSE,FALSE,Canada,2005/4/6,2005/5/30,600,6,0,54,58,2005/6/3,1,8850,FALSE,FALSE,FALSE,3,0,10,3,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Deep vein thrombosis (Ashe-Cregan); retinal hemorrhage (Wade),,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2459666
EVER05128,2005,1,2,N Col-NE Ridge,,"BC(10/04,5200m),ABC(17/04,6450m),C1(27/04,7100m),C2(02/06,7800m),C3(03/06,8300m),Smt(04/06)",UK,Di Gilbert,TRUE,FALSE,FALSE,FALSE,,2005/4/10,2005/6/4,615,6,15,55,59,2005/6/8,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Youngest British male to do seven summits,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2459671
EVER05129,2005,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(17/04,6400m),C1(20/04,7100m),C2(19/05,7500m),C3(31/05,8200m),Smt(02/06)",Brazil,Rodrigo Raineri,TRUE,FALSE,FALSE,FALSE,,2005/4/12,2005/6/2,1215,12,15,51,53,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,0,4,1,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459669
EVER05130,2005,1,2,N Col-NE Ridge,,"BC(05/04),ABC(14/04,6400m),C1(27/04,7050m),C2(31/05,7500m),C3(01/06,7900m),C4(02/06,8300m),Smt(03-04/06)",UK,David Hamilton,TRUE,FALSE,FALSE,FALSE,"Norway, S Africa, USA",2005/4/5,2005/6/3,620,6,20,59,63,2005/6/7,1,8850,FALSE,FALSE,FALSE,4,0,11,8,0,10,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Fienne's chest pain,,Summit Nepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459670
EVER05131,2005,1,2,N Col-NE Ridge,,"BC(14/04,5200m),ABC(19/04,6370m),C1(23/04,7100m),C2(18/05,7600m),C3(01/06,8300m),Smt(02/06)",Austria,Hans Goger,TRUE,FALSE,FALSE,FALSE,,2005/4/14,2005/6/2,,,,49,51,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2nd degree frostbite on left toe,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459669
EVER05133,2005,1,2,N Col-NE Ridge,,"BC(04/04),ABC(09/04,6400m),C1(25/04,7000m),C2(27/04,7500m),C3(02/06,7800m),C4(03/06,8200m),Smt(04-05/06)",New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,"Australia, Canada, Denmark, France, Ireland, Japan, Norway, Switzerland, UK, USA",2005/4/4,2005/6/4,623,6,23,61,63,2005/6/6,1,8850,FALSE,FALSE,FALSE,4,2000,27,15,0,36,14,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2459671
EVER05134,2005,1,2,N Col-NE Ridge,,"BC(10/04),ABC918/04,6400m),C1(22/04,7400m),C2(19/05,7800m),C3(20/05,8300m),Smt(21/05)",USA,Ryan Waters,TRUE,FALSE,FALSE,FALSE,Sweden,2005/4/10,2005/5/21,930,9,30,41,45,2005/5/25,1,8850,FALSE,FALSE,FALSE,3,160,7,2,0,9,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Flock frostbitten frozen and toes; Luda frostbitten little fingers; Waters chest infection in C2 (so climbed no higher),,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05135,2005,1,2,N Col-NE Ridge,,"BC(5200m),IC(5800m),ABC(6500m),C1(7028m),C3(7790m),C3(8300m),Smt(22/05)",China,Zhang Jiang-Yuan,TRUE,FALSE,FALSE,FALSE,,  -   -,2005/5/22,1100,11,0,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,24,15,0,60,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2459658
EVER05137,2005,1,2,N Col-NE Ridge,,"BC(10/04,5200m),ABC(19/04,6400m),C1(26/04,7040m),C2(05/05,7680m),C3(29/05,8210m),Smt(30/05,04/06)",New Zealand,Jamie McGuinness,TRUE,FALSE,FALSE,FALSE,"India, Netherlands, UK, USA",2005/4/10,2005/5/30,640,6,40,50,55,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,0,5,2,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Explore Himalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2459666
EVER05140,2005,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(17/04,6450m),C1(24/04,7100m),C2(25/04,7500m),C3(02/06,7800m),C4(03/06,8300m),Smt(04/06)",Switzerland,Karl Kobler,TRUE,FALSE,FALSE,FALSE,"Austria, Germany",2005/4/12,2005/6/4,630,6,30,53,55,2005/6/6,1,8850,FALSE,FALSE,FALSE,4,0,8,2,1,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459671
EVER05142,2005,1,2,N Col-NE Ridge,,"BC(07/04,5200m),ABC(13/04,6400m),C1(19/04,7050m),C2(20/05,7700m),C3(21/05,8300m),Smt(30/05)",India,Amit Chowdhury,TRUE,FALSE,FALSE,FALSE,,2005/4/7,2005/5/30,530,5,30,53,58,2005/6/4,1,8850,FALSE,FALSE,FALSE,3,0,20,3,1,10,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Mukherjee frostbitten during summit attempt; Chaitanya fatal fall,,Himalaya Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2459666
EVER05145,2005,1,2,N Col-NE Ridge,,"BC(09/05,5200m),ABC(10/05,6370m),C1(19/05,7045m),C2(30/05,7600m),C3(31/05,7850m),Smt(01/06)",Austria,Gerfried Goeschl,TRUE,FALSE,FALSE,FALSE,,2005/5/9,2005/6/1,,,,23,25,2005/6/3,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459668
EVER05147,2005,1,2,N Col-NE Ridge,,"BC(22/05,5200m),ABC(23/05,6300m),C1(29/05,7050m),C2(30/05,7600m),C3(04/06,8300m),Smt(05/06)",Poland,Marcin Miotk,TRUE,FALSE,FALSE,FALSE,,2005/5/22,2005/6/5,1430,14,30,14,16,2005/6/7,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459672
EVER05148,2005,1,2,N Col-NE Ridge,,"BC(22/04,5170m),ABC(27/04,6370m),C1(02/05,7000m),C2(02/06,7670m),C3(03/05,8200m),Smt(04-05/06)",Italy,Claudio Rosset,TRUE,FALSE,FALSE,FALSE,,2005/4/22,2005/6/4,800,8,0,43,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,10,4,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2459671
EVER05152,2005,1,2,N Col-NE Ridge,,"BC(03/04,5200m),ABC(08/04,6400m),C1(19/04,7100m),C2(14/05,7700m),C3(28/05,8300m),Smt(29/05)",Norway,Jon Gangdal,TRUE,FALSE,FALSE,FALSE,Sweden,2005/5/3,2005/5/29,530,5,30,26,28,2005/5/31,1,8850,FALSE,FALSE,FALSE,3,1900,12,5,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Pneumonia, cerebral edema, bronchitis",,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2459665
EVER05153,2005,1,2,N Col-NE Ridge,,"BC(04/04,5200m),ABC(12/04,6450m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",Spain,Rosa Fernandez Rubio,TRUE,FALSE,FALSE,FALSE,,2005/4/4,2005/5/21,1030,10,30,47,51,2005/5/25,1,8850,FALSE,FALSE,FALSE,2,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Frostnip on two toes,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459657
EVER05155,2005,1,2,N Col-NE Ridge,,"BC(26-27/03,5200m),ABC(14/04,6500m),C1(26/04,7020m),C2(27/04,7900m),C3(21/05,8300m),Smt(22/05)",China,"Gigi, Shiori Hashimoto",TRUE,FALSE,FALSE,FALSE,Japan,2005/3/26,2005/5/22,,,,57,62,2005/5/27,1,8850,FALSE,FALSE,FALSE,3,0,8,2,0,17,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Nothing serious: ABC cook Ang Lhakpa chest infection; Yoshida bad headache; Cang La eye problem,,None,TRUE,TRUE,FALSE,FALSE,FALSE,2459658
EVER06101,2006,1,2,N Col-NE Ridge,S Col-SE Ridge,"BC(07/10),ABC(13/04,6400m),C1(21/04,7100m),C2(09/05,7700m),C3(10/05,8300m),Smt(11/05)",S Korea,Park Young-Seok,TRUE,FALSE,FALSE,FALSE,New Zealand,2006/4/7,2006/5/11,1100,11,0,34,39,2006/5/16,1,8850,TRUE,FALSE,FALSE,3,800,12,3,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,3rd N-S traverse,NE-KO Treks,FALSE,FALSE,FALSE,FALSE,FALSE,2460058
