expid,year,season,host,route1,route2,campsites,nation,leaders,success1,success2,claimed,disputed,countries,bcdate,smtdate,smttime,smthour,smtmin,smtdays,totdays,termdate,termreason,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,chksum
EVER12178,2012,1,2,N Col-NE Ridge,,"BC,ABC,C1,C2,C3,Smt(20/05)",Germany,Ralf Arnold,TRUE,FALSE,FALSE,FALSE,,  -   -,2012/5/20,,,,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,1,1,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2462490
EVER12179,2012,1,2,N Col-NE Ridge,,"BC,ABC,C1,C2,C3,Smt(20/05)",Spain,Juan Jose Polo Carbayo,TRUE,FALSE,FALSE,FALSE,,  -   -,2012/5/20,,,,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,1,1,1,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2462490
EVER12188,2012,1,2,N Col-NE Ridge,,Smt(19/05),China,Wangchen Sonam,TRUE,FALSE,FALSE,FALSE,,  -   -,2012/5/19,540,5,40,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,18,13,0,28,21,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2462489
EVER12189,2012,1,2,N Col-NE Ridge,,Smt(19/05),China,Dong Fan,TRUE,FALSE,FALSE,FALSE,,  -   -,2012/5/19,601,6,1,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,22,4,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,2462489
EVER12191,2012,1,2,N Col-NE Ridge,,"BC(17/04),ABC(6400m),C1(7000m),C2(17/05,7775m),C3(18/05,8300m),Smt(19/05)",Canada,Sam Wyatt,TRUE,FALSE,FALSE,FALSE,,2012/4/17,2012/5/19,600,6,0,32,35,2012/5/22,1,8850,FALSE,FALSE,FALSE,0,0,2,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2462489
EVER13102,2013,1,2,N Col-NE Ridge,,"BC(15/04,5100m),ABC(19/04,6400m),C1(04/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19-20/05)",USA,"Dawes Eddy, Asian Trekking Staff",TRUE,FALSE,FALSE,FALSE,"Austria, China, Japan",2013/4/15,2013/5/19,500,5,0,34,41,2013/5/26,1,8850,FALSE,FALSE,FALSE,0,0,4,2,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2462855
EVER13104,2013,1,2,N Col-NE Ridge,,"BC(13/05,5100m),ABC(14/05,6492m),C1(15/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19/05)",Mexico,David Liano,TRUE,FALSE,FALSE,FALSE,,2013/5/13,2013/5/19,436,4,36,6,8,2013/5/21,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st person to climb Everest from two different sides in one season,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2462855
EVER13111,2013,1,2,N Col-NE Ridge,,"Smt(10,17/05)",China,Wangchen Sonam,TRUE,FALSE,FALSE,FALSE,,  -   -,2013/5/10,,,,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,3,0,25,8,0,29,21,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2462846
EVER13128,2013,1,2,N Col-NE Ridge,,"BC(13/04,5250m),ABC(20/04,6400m),C1(04/05,7000m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",UK,Paul Noble,TRUE,FALSE,FALSE,FALSE,Ireland,2013/4/13,2013/5/22,600,6,0,39,43,2013/5/26,1,8850,FALSE,FALSE,FALSE,3,0,11,8,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,2462858
EVER13135,2013,1,2,N Col-NE Ridge,,"BC(15/04,5200m),ABC(20/04,6400m),C1(01/05,7000m),C2(05/05,7800m),C3(24/05,8300m),Smt(25/05)",Ecuador,Ivan Vallejo,TRUE,FALSE,FALSE,FALSE,,2013/4/15,2013/5/25,830,8,30,40,43,2013/5/28,1,8850,FALSE,FALSE,FALSE,3,0,5,3,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2462861
EVER13139,2013,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(20/04,6400m),C1(01/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19/05)",Canada,Monique Richard,TRUE,FALSE,FALSE,FALSE,"Ireland, Norway, USA",2013/4/19,2013/5/19,700,7,0,30,34,2013/5/23,1,8850,FALSE,FALSE,FALSE,3,0,4,2,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Human Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2462855
EVER13156,2013,1,2,N Col-NE Ridge,,"BC(14/04,5600m),ABC(19/04,6400m),C1(05/05,7000m),C2(13/05,7800m),C3(15/05,8300m),Smt(15/05)",UK,William McFatter,TRUE,FALSE,FALSE,FALSE,,2013/4/14,2013/5/15,1000,10,0,31,39,2013/5/23,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Namgyal Sherpa died of apparent heart attack,,Mountain Consult,TRUE,TRUE,FALSE,FALSE,FALSE,2462851
EVER13173,2013,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(24/04,6400m),C1(14/05,7000m),C2(18/05,7600m),C3(19/05,8250m),Smt(20/05)",Germany,Werner Goering,TRUE,FALSE,FALSE,FALSE,,2013/4/19,2013/5/20,,,,31,35,2013/5/24,1,8850,FALSE,FALSE,FALSE,2,0,4,2,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2462901
EVER13174,2013,1,2,N Col-NE Ridge,,"BC(19/04,5200m),ABC(22/04,6500m),C1(28/04,7200m),C2(12/05,7600m),C3(20/05,8300m),Smt(20/05)",USA,Ruben Payan,TRUE,FALSE,FALSE,FALSE,,2013/4/19,2013/5/20,900,9,0,31,35,2013/5/24,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Payan's wind blindness,,World Records Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,2462901
EVER13175,2013,1,2,N Col-NE Ridge,,"BC(14/04,5200m),ABC(22/04,6400m),C1(13/05,7050m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)",UK,Phil Crampton,TRUE,FALSE,FALSE,FALSE,"Australia, Denmark, Lithuania, Spain, USA",2013/4/14,2013/5/22,630,6,30,38,40,2013/5/24,1,8850,FALSE,FALSE,FALSE,3,0,11,4,0,14,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Expedition Himalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2462903
EVER13177,2013,1,2,N Col-NE Ridge,,"BC(16/04,5200m),ABC(21/04,6400m),C1(22/04,7000m),C2(19/05,7700m),C3(20/05,8300m),Smt(21/05)",Switzerland,Kari Kobler,TRUE,FALSE,FALSE,FALSE,"Germany, Ecuador, Italy",2013/4/16,2013/5/21,630,6,30,35,36,2013/5/22,1,8850,FALSE,FALSE,FALSE,3,0,8,6,0,10,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Active Holiday Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2462902
EVER13183,2013,1,2,N Col-NE Ridge,,"BC(15/04,5200m),ABC(22/04,6400m),C1(04/05,7000m),C2(15/05,7800m),C3(21/05,8300m),Smt(22-23/05)",Netherlands,Arnold Coster,TRUE,FALSE,FALSE,FALSE,"Australia, China, Denmark, Iceland, Mauritius, Sweden, Switzerland, UK, USA",2013/4/15,2013/5/22,800,8,0,37,39,2013/5/24,1,8850,FALSE,FALSE,FALSE,3,0,16,10,0,14,11,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2462903
EVER13185,2013,1,2,N Col-NE Ridge,,"BC(19/04,5200m),IC(22/04,6200m),ABC(29/04,6400m),C1(04/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19-20/05)",Russia,Alex Abramov,TRUE,FALSE,FALSE,FALSE,"Azerbaijan, Kazakhstan, Poland, UK, Ukraine",2013/4/19,2013/5/19,415,4,15,30,34,2013/5/23,1,8850,FALSE,FALSE,FALSE,3,0,16,10,1,13,11,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,7 Summits Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2462900
EVER13189,2013,1,2,N Col-NE Ridge,,"BC(05/04),Smt(18/05)",France,Marion Chaygneaud-Dupuy,TRUE,FALSE,FALSE,FALSE,,2013/4/5,2013/5/18,,,,43,50,2013/5/25,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2462899
EVER14102,2014,1,2,N Col-NE Ridge,,"BC(12/04,5200m),ABC(17/04,6400m),C1(19/04,7000m),C2(21/05,7900m),C3(22/05,8300m),Smt(24-25/05)",USA,"William Burke, Asian Trekking",TRUE,FALSE,FALSE,FALSE,"Belgium, Bulgaria, France, Hungary, India, Nepal, Poland, Russia",2014/4/12,2014/5/24,530,5,30,42,49,2014/5/31,1,8850,FALSE,FALSE,FALSE,0,0,14,5,0,11,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1st vegan to summit Everest?,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2463271
EVER14121,2014,1,2,N Col-NE Ridge,,"BC,ABC(6400m),C1(7000m),C2(7900m),C3(8400m),Smt(23,25/05)",China,Wangchen Sonam,TRUE,FALSE,FALSE,FALSE,,  -   -,2014/5/23,1200,12,0,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,8,5,0,27,24,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2463270
EVER14122,2014,1,2,N Col-NE Ridge,,"BC(15/04,5300m),ABC(20/04,6400m),C1(27/04,7000m),C2(23/05,7800m),C3(24/05,8300m),Smt(25/05)",Malta,Gregory Attard,TRUE,FALSE,FALSE,FALSE,,2014/4/15,2014/5/25,,,,40,44,2014/5/29,1,8850,FALSE,FALSE,FALSE,3,0,4,4,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER14129,2014,1,2,N Col-NE Ridge,,"BC(15/04,5300m),ABC(21/04,6400m),C1(25/04,7000m),C2(23/05,7800m),C3(24/05,8300m),Smt(25/05)",Switzerland,Kari Kobler,TRUE,FALSE,FALSE,FALSE,"Austria, France, Germany, Norway, Poland",2014/4/15,2014/5/25,630,6,30,40,43,2014/5/28,1,8850,FALSE,FALSE,FALSE,3,0,11,8,0,14,11,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Active Holiday Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER14152,2014,1,2,N Col-NE Ridge,,"BC(15/04,5300m),IC(23/04,5900m),ABC(24/04,6400m),C1(01/05,7100m),C2(23/05,7800m),C3(24/05,8300m),Smt(25/05)",India,Shekhar Bachinepally,TRUE,FALSE,FALSE,FALSE,,2014/4/15,2014/5/25,615,6,15,40,43,2014/5/28,1,8850,FALSE,FALSE,FALSE,3,0,5,3,0,7,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER14153,2014,1,2,N Col-NE Ridge,,"BC(14/04,5200m),ABC(21/04,6400m),C1(04/05,7050m),C2(23/05,7800m),C3(24/05,8300m),Smt(25/05)",Ireland,Robert Smith,TRUE,FALSE,FALSE,FALSE,"Australia, UK",2014/4/14,2014/5/25,800,8,0,41,47,2014/5/31,1,8850,FALSE,FALSE,FALSE,3,0,5,2,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Makalu Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER14164,2014,1,2,N Col-NE Ridge,,"CBC(16/04,5300m),IC(20/04,5800m),ABC(21/04,6400m),C1(06/05,7150m),C2(22/05,7700m),C3(23/05,8300m),Smt(24-25/05)",Poland,Waldemar Kowalewski,TRUE,FALSE,FALSE,FALSE,France,2014/4/16,2014/5/24,815,8,15,38,43,2014/5/29,1,8850,FALSE,FALSE,FALSE,3,0,4,3,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Ankowski got frostbite in two fingers in both hands and left toe,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2463271
EVER14165,2014,1,2,N Col-NE Ridge,,"BC(14/04,5150m),ABC(21/04,6400m),C1(07/05,7000m),C2(23/05,7600m),C3(21/05,8400m),Smt(25/05)",USA,Scott Patch,TRUE,FALSE,FALSE,FALSE,"Australia, Austria, Denmark, Finland, France",2014/4/14,2014/5/25,630,6,30,41,48,2014/6/1,1,8850,FALSE,FALSE,FALSE,3,0,6,5,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Williams had altitude sickness,1st summiter from Faroe Islands (Arne Vatnhamar),Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER14166,2014,1,2,N Col-NE Ridge,,"BC(17/04,5100m),IC(20/04,5800m),ABC(28/04,6400m),C1(01/05,7000m),C2(22/05,7700m),C3(23/05,8300m),Smt(24-25/05)",Russia,Alex Abramov,TRUE,FALSE,FALSE,FALSE,"Canada, Ireland, Poland, UK, Ukraine",2014/4/17,2014/5/24,630,6,30,37,41,2014/5/28,1,8850,FALSE,FALSE,FALSE,3,0,19,17,0,18,14,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,7 Summits Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2463271
EVER14167,2014,1,2,N Col-NE Ridge,,"BC(16/04,5100m),ABC(20/04,6400m),C1(27/04,7100m),C2(23/05,7800m),C3(24/05,8300m),Smt(25/05)",France,Richard Malblanc,TRUE,FALSE,FALSE,FALSE,,2014/4/16,2014/5/25,1130,11,30,39,43,2014/5/29,1,8850,FALSE,FALSE,FALSE,0,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Himalayan Guides (Seven Summit Treks permit),TRUE,TRUE,FALSE,FALSE,FALSE,2463272
EVER16104,2016,1,2,N Col-NE Ridge,,"BC(17/04,5200m),ABC(25/04,6300m),C1(29/04,7000m),C2(19/05,7800m),
       C3(20/05,8300m),Smt(21/05)",Nepal,Ang Temba Sherpa,TRUE,FALSE,FALSE,FALSE,"Belgium, India, USA",2016/4/16,2016/5/21,712,7,12,35,40,2016/5/26,1,8850,FALSE,FALSE,FALSE,3,0,6,3,0,3,3,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459546
EVER16108,2016,1,2,N Col-NE Ridge,,"BC,ABC(6500m),C1(7028m),C2(7790m),C3(8300m),Smt(19-20/05)",China,Wangchen Sonam,TRUE,FALSE,FALSE,FALSE,,  -   -,2016/5/19,545,5,45,0,0,  -   -,1,8850,FALSE,FALSE,FALSE,0,0,16,15,0,32,32,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Holy Mountain Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2459544
EVER16110,2016,1,2,N Col-NE Ridge,,"BC(21/04,4900m),ABC(28/04,6400m),C1(08/05,7000m),C2(21/05,7800m),C3(22/05,8300m),Smt(23-24/05)",USA,David O'Brien,TRUE,FALSE,FALSE,FALSE,"Germany, Ireland, Sweden, UK",2016/4/21,2016/5/23,845,8,45,32,39,2016/5/30,1,8850,FALSE,FALSE,FALSE,3,0,12,11,0,9,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Ping Medvigy is 1st active duty US service-woman to summit Everest,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,2459548
EVER16120,2016,1,2,N Col-NE Ridge,,"BC(17/04,4900m),ABC(24/04,6400m),C1(27/04,7000m),C2(21/05,7800m),C3(22/05,8300m),Smt(23/05)",Switzerland,Kari Kobler,TRUE,FALSE,FALSE,FALSE,"Germany, UK",2016/4/17,2016/5/23,700,7,0,36,38,2016/5/25,1,8850,FALSE,FALSE,FALSE,3,0,5,3,0,9,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Active Holiday Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459548
EVER16151,2016,1,2,N Col-NE Ridge,,"BC(19/04,5200m),IC(22/04,5800m),ABC(28/04,6400m),C1(04/05,7000m),C2(18/05,7700m),C3(19/05,8300m),Smt(20-21/05)",Russia,Alex Abramov,TRUE,FALSE,FALSE,FALSE,"China, Latvia, Nepal, Poland, UK, Ukraine",2016/4/19,2016/5/20,500,5,0,31,35,2016/5/24,1,8850,FALSE,FALSE,FALSE,3,0,17,15,0,13,13,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,7 Summits Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,2459590
EVER16152,2016,1,2,N Col-NE Ridge,,"BC(28/04,5150m),ABC(01/05,6300m),C1(05/05,7000m),C2(10/05,7600m),C3(22/05,8300m),Smt(23/05)",USA,Melissa Arnot,TRUE,FALSE,FALSE,FALSE,,2016/4/28,2016/5/23,1230,12,30,25,28,2016/5/26,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459593
EVER16153,2016,1,2,N Col-NE Ridge,,"BC(24/04,5200m),ABC(28/04,6400m),C1(04/05,7000m),C2(10/05,7700m),C3(23/05,8300m),Smt(24/04)",UK,Adrian Ballinger,TRUE,FALSE,FALSE,FALSE,USA,2016/4/24,2016/5/24,634,6,34,30,33,2016/5/27,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459594
EVER16154,2016,1,2,N Col-NE Ridge,,"BC(24/04,5200m),ABC(29/04,6400m),C1(10/05,7000m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/04)",USA,Chad Peele,TRUE,FALSE,FALSE,FALSE,Spain,2016/4/24,2016/5/22,416,4,16,28,33,2016/5/27,1,8850,FALSE,FALSE,FALSE,3,0,5,4,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459592
EVER16155,2016,1,2,N Col-NE Ridge,,"BC(25/04,5000m),ABC(01/05,6400m),C1(07/05,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05)",Chile,Eugenio Guzman,TRUE,FALSE,FALSE,FALSE,,2016/4/25,2016/5/23,1015,10,15,28,32,2016/5/27,1,8850,FALSE,FALSE,FALSE,3,0,8,4,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Frostbite on both hands by Ibanez,,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459593
EVER16156,2016,1,2,N Col-NE Ridge,,"BC(21/04,4900m),ABC(27/04,6400m),C1(17/05,7000m),C2(18/05,7800m),C3(19/05,8300m),Smt(20/05)",Russia,Victor Bobok,TRUE,FALSE,FALSE,FALSE,"France, Hungary, Japan, Singapore, UK, Ukraine",2016/4/21,2016/5/20,700,7,0,29,33,2016/5/24,1,8850,FALSE,FALSE,FALSE,3,0,8,7,0,8,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Galay 1st Ukrainian woman to summit; 2nd Ukrainian woman Tatiana Yalovchak summited one day later (21 May) with Alex Abramov,Climbalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2459590
EVER16157,2016,1,2,N Col-NE Ridge,,"BC(17/04,4900m),ABC(25/04,6400m),C1(29/04,7000m),C2(17/05,7800m),C3(18/05,8300m),Smt(19/05)",USA,Tim Medvetz,TRUE,FALSE,FALSE,FALSE,"Japan, UK",2016/4/17,2016/5/19,1230,12,30,32,35,2016/5/22,1,8850,FALSE,FALSE,FALSE,3,0,4,3,0,5,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Climbalaya,TRUE,TRUE,FALSE,FALSE,FALSE,2459589
EVER16159,2016,1,2,N Col-NE Ridge,,"BC(17/04,5200m),ABC(25/04,6400m),C1(30/04,7000m),C2(08/05,7800m),C3(22/05,8200m),Smt(23/05)",Ecuador,Carla Perez,TRUE,FALSE,FALSE,FALSE,,2016/4/17,2016/5/23,1100,11,0,36,39,2016/5/26,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Cho Oyu Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,2459593
EVER16160,2016,1,2,N Col-NE Ridge,,"BC(17/04,4900m),ABC(22/04,6400m),C1(24/04,7000m),C2(19/05,7800m),C3(20/05,8300m),Smt(21/05)",Netherlands,Peter Boogaard,TRUE,FALSE,FALSE,FALSE,Romania,2016/4/17,2016/5/21,345,3,45,34,37,2016/5/24,1,8850,FALSE,FALSE,FALSE,3,0,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Grand Himalaya Treks,TRUE,TRUE,FALSE,FALSE,FALSE,2459591
EVER16161,2016,1,2,N Col-NE Ridge,,"BC(18/04,4900m),IC(22/04,5750m),ABC(01/05,6400m),C1(05/05,7000m),C2(22/05,7800m),C3(23/05,8200m),Smt(24/05)",Sweden,Maria Granberg,TRUE,FALSE,FALSE,FALSE,,2016/4/16,2016/5/24,610,6,10,38,41,2016/5/27,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2459594
EVER16162,2016,1,2,N Col-NE Ridge,,"BC(11/05,4900m),IC(15/05,5750m),ABC(16/05,6400m),C1(18/05,7000m),C3(19/05,8200m),Smt(20/05)",Sweden,Robin Trygg,TRUE,FALSE,FALSE,FALSE,,2016/5/11,2016/5/20,555,5,55,9,16,2016/5/27,1,8850,FALSE,FALSE,FALSE,2,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,TRUE,2459590
EVER16163,2016,1,2,N Col-NE Ridge,,"BC(16/05,4900m),IC(18/05,5750m),ABC(20/05,7400m),C2(21/05,7800m),C3(22/05,8200m),Smt(23/05)",Germany,Thomas Laemmle,TRUE,FALSE,FALSE,FALSE,Italy,2016/5/16,2016/5/23,1400,14,0,7,9,2016/5/25,1,8850,FALSE,FALSE,FALSE,2,0,2,1,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,TRUE,2459593
EVER16164,2016,1,2,N Col-NE Ridge,,"BC(25/04,4900m),ABC(30/04,6400m),C1(05/05,7000m),C2(19/05,7800m),C3(20/05,8200m),Smt(21/05)",Canada,Trevor Stuart,TRUE,FALSE,FALSE,FALSE,,2016/4/25,2016/5/21,345,3,45,26,32,2016/5/27,1,8850,FALSE,FALSE,FALSE,3,0,1,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Rolwaling Excursion,TRUE,TRUE,FALSE,FALSE,FALSE,2459591
EVER16165,2016,1,2,N Col-NE Ridge,,"BC(19/04,4900m),ABC(28/04,6400m),C1(03/05,7000m),C2(18/05,7800m),C3(19/05,8200m),Smt(20/05)",Japan,Hiroyuki Kuraoka,TRUE,FALSE,FALSE,FALSE,France,2016/4/10,2016/5/20,510,5,10,40,43,2016/5/23,1,8850,FALSE,FALSE,FALSE,3,0,3,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2459590
EVER16166,2016,1,2,N Col-NE Ridge,,"BC(19/04,4900m),ABC(28/04,6400m),C1(03/05,7000m),C2(18/05,7800m),C3(19/05,8200m),Smt(20/05)",Japan,Ryuseki Hiraoka,TRUE,FALSE,FALSE,FALSE,,2016/4/19,2016/5/20,540,5,40,31,34,2016/5/23,1,8850,FALSE,FALSE,FALSE,3,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,2459590
